0.20586;0.91942;0.99882;0.91461;0.54384;0.71623;0.10876;0.75306;0.59413;1
0.1987;0.91354;0.99966;0.90839;0.52804;0.70649;0.1237;0.74282;0.57733;0.99717
0.19041;0.90677;1;0.90122;0.51082;0.69587;0.13958;0.73165;0.56021;0.99329
0.18102;0.89915;0.9999;0.89314;0.49223;0.68439;0.15641;0.71958;0.54277;0.98836
0.17061;0.89071;0.99941;0.88419;0.47232;0.67209;0.17416;0.70665;0.52502;0.98238
0.15923;0.8815;0.99856;0.87443;0.45113;0.65899;0.19281;0.69288;0.50699;0.97539
0.14696;0.87155;0.99739;0.8639;0.42872;0.64513;0.21234;0.67831;0.48868;0.96738
0.13386;0.86093;0.99594;0.85264;0.40516;0.63055;0.23273;0.66297;0.47012;0.95838
0.12002;0.84967;0.99423;0.84071;0.3805;0.61527;0.25393;0.64691;0.45134;0.9484
0.10551;0.83783;0.99232;0.82816;0.35483;0.59935;0.27592;0.63017;0.43235;0.93749
0.090457;0.82544;0.9902;0.81503;0.32821;0.58283;0.29864;0.6128;0.41321;0.92565
0.074968;0.81256;0.98792;0.80139;0.30074;0.56574;0.32205;0.59483;0.39393;0.91293
0.059219;0.79924;0.98549;0.78727;0.2725;0.54814;0.34609;0.57633;0.37456;0.89935
0.043468;0.78553;0.98293;0.77274;0.2436;0.53008;0.37072;0.55734;0.35513;0.88495
0.02817;0.77147;0.98024;0.75784;0.21416;0.5116;0.39586;0.53791;0.3357;0.86977
0.01424;0.75712;0.97745;0.74263;0.18432;0.49276;0.42145;0.5181;0.31631;0.85385
0.0036726;0.74251;0.97455;0.72716;0.15425;0.47362;0.44742;0.49797;0.29701;0.83723
0;0.7277;0.97155;0.71146;0.12424;0.45421;0.4737;0.47757;0.27785;0.81996
0.0053892;0.71274;0.96845;0.6956;0.094719;0.4346;0.50021;0.45695;0.25888;0.80208
0.017364;0.69766;0.96524;0.67963;0.066621;0.41485;0.52687;0.43619;0.24016;0.78364
0.03267;0.68251;0.96193;0.66357;0.042218;0.39501;0.5536;0.41532;0.22174;0.76469
0.049567;0.66733;0.95849;0.64749;0.027501;0.37513;0.58031;0.39443;0.20369;0.74527
0.067257;0.65216;0.95493;0.63142;0.031099;0.35528;0.60691;0.37355;0.18606;0.72545
0.085343;0.63705;0.95122;0.6154;0.050249;0.33551;0.63333;0.35276;0.1689;0.70526
0.1036;0.62202;0.94736;0.59948;0.076134;0.31587;0.65947;0.33211;0.15228;0.68477
0.1219;0.60711;0.94333;0.58368;0.10448;0.29642;0.68524;0.31166;0.13624;0.66403
0.14013;0.59235;0.93911;0.56804;0.13367;0.27722;0.71056;0.29148;0.12086;0.64308
0.15823;0.57778;0.93469;0.5526;0.16304;0.25832;0.73534;0.2716;0.10617;0.62197
0.17613;0.56341;0.93003;0.53738;0.1922;0.23977;0.75948;0.2521;0.09224;0.60077
0.1938;0.54929;0.92514;0.52241;0.22094;0.22163;0.78292;0.23303;0.079115;0.57951
0.21119;0.53541;0.91997;0.50771;0.2491;0.20395;0.80555;0.21443;0.066846;0.55825
0.22827;0.52182;0.91453;0.4933;0.27653;0.18677;0.82731;0.19637;0.05548;0.53703
0.24502;0.50852;0.90878;0.47921;0.30315;0.17014;0.8481;0.17889;0.045063;0.5159
0.26141;0.49553;0.9027;0.46544;0.32884;0.15411;0.86786;0.16203;0.035637;0.4949
0.27744;0.48285;0.89629;0.45202;0.35354;0.13872;0.88649;0.14585;0.027242;0.47407
0.29308;0.47052;0.88951;0.43894;0.37716;0.12401;0.90395;0.13038;0.019915;0.45346
0.30834;0.45851;0.88236;0.42622;0.39963;0.11001;0.92014;0.11567;0.01369;0.43309
0.3232;0.44686;0.87481;0.41387;0.4209;0.096767;0.93501;0.10174;0.0085952;0.41302
0.33767;0.43554;0.86685;0.40188;0.44091;0.084303;0.94848;0.088638;0.0046584;0.39326
0.35175;0.42458;0.85847;0.41529;0.4596;0.072648;0.96051;0.076384;0.0019019;0.37386
0.36544;0.41396;0.84965;0.4049;0.47695;0.061825;0.97104;0.065005;0.00034419;0.35483
0.37876;0.40367;0.84038;0.39484;0.4929;0.051856;0.98;0.054522;0;0.33621
0.39171;0.39373;0.83065;0.38512;0.50744;0.042755;0.98737;0.044953;0.00087973;0.31802
0.40431;0.38411;0.82045;0.37571;0.52054;0.034535;0.99308;0.03631;0.0029895;0.30028
0.41657;0.37482;0.80979;0.36662;0.53219;0.027203;0.99711;0.028602;0.0063309;0.28301
0.42852;0.36583;0.79864;0.35783;0.54237;0.020764;0.99943;0.021832;0.010901;0.26623
0.44016;0.35715;0.78701;0.34933;0.5511;0.015216;1;0.015999;0.016693;0.24996
0.45152;0.34875;0.7749;0.34112;0.55837;0.010553;0.99881;0.011096;0.023695;0.2342
0.46263;0.34063;0.76231;0.33317;0.56421;0.006766;0.99586;0.0071139;0.031889;0.21898
0.4735;0.33276;0.74924;0.32548;0.56863;0.0038387;0.99112;0.0040361;0.041254;0.20429
0.48416;0.32515;0.7357;0.31804;0.57167;0.0017521;0.98462;0.0018422;0.051765;0.19015
0.49464;0.31777;0.7217;0.31081;0.57337;0.00048209;0.97635;0.00050688;0.063391;0.17657
0.50495;0.3106;0.70724;0.3038;0.57377;0;0.96634;0;0.076098;0.16354
0.51511;0.30363;0.69235;0.29699;0.57293;0.00027295;0.95461;0.00028698;0.089846;0.15107
0.52516;0.29685;0.67702;0.29036;0.5709;0.0012639;0.9412;0.0013289;0.10459;0.13916
0.53512;0.29024;0.66129;0.28389;0.56775;0.002932;0.92616;0.0030827;0.12029;0.12781
0.545;0.28379;0.64517;0.27758;0.56356;0.0052326;0.90953;0.0055017;0.1369;0.11702
0.55482;0.27747;0.62868;0.2714;0.55841;0.0081182;0.89137;0.0085357;0.15435;0.10677
0.5646;0.27129;0.61185;0.26535;0.55237;0.011538;0.87175;0.012131;0.1726;0.097078
0.57436;0.26521;0.59471;0.25941;0.54554;0.015439;0.85075;0.016233;0.19158;0.087923
0.58412;0.25924;0.57727;0.25357;0.53801;0.019766;0.82843;0.020782;0.21124;0.079299
0.59388;0.25336;0.55957;0.24781;0.52987;0.024462;0.8049;0.02572;0.23151;0.071199
0.60366;0.24755;0.54165;0.24213;0.52123;0.029468;0.78023;0.030984;0.25233;0.063611
0.61346;0.24181;0.52352;0.23652;0.51217;0.034727;0.75453;0.036513;0.27364;0.056524
0.62329;0.23613;0.50524;0.23096;0.50281;0.040179;0.7279;0.042245;0.29536;0.049928
0.63316;0.23049;0.48683;0.22545;0.49323;0.045765;0.70043;0.048118;0.31744;0.043809
0.64307;0.2249;0.46833;0.21998;0.48355;0.051425;0.67225;0.05407;0.3398;0.038154
0.65301;0.21934;0.44978;0.21454;0.47385;0.057104;0.64346;0.06004;0.36239;0.03295
0.663;0.2138;0.43121;0.20913;0.46424;0.062743;0.61417;0.06597;0.38513;0.028183
0.67302;0.20829;0.41266;0.20373;0.45481;0.068289;0.5845;0.071801;0.40796;0.02384
0.68307;0.20279;0.39417;0.19835;0.44565;0.073689;0.55456;0.077479;0.43082;0.019906
0.69315;0.1973;0.37578;0.19298;0.43685;0.078893;0.52447;0.08295;0.45365;0.016368
0.70325;0.19181;0.35752;0.18761;0.42849;0.083854;0.49435;0.088166;0.47638;0.013213
0.71337;0.18632;0.33943;0.18225;0.42064;0.088526;0.4643;0.093078;0.49897;0.010426
0.7235;0.18083;0.32155;0.17688;0.41338;0.092868;0.43446;0.097643;0.52136;0.0079958
0.73362;0.17534;0.30391;0.1715;0.40678;0.096842;0.40491;0.10182;0.5435;0.0059095
0.74374;0.16983;0.28655;0.16611;0.40088;0.10042;0.37579;0.10558;0.56533;0.0041555
0.75385;0.16431;0.26949;0.16072;0.39573;0.10356;0.34719;0.10888;0.5868;0.0027224
0.76393;0.15877;0.25277;0.1553;0.39139;0.10624;0.31922;0.1117;0.60789;0.0015999
0.77398;0.15322;0.23642;0.14987;0.38788;0.10844;0.29197;0.11401;0.62854;0.00077796
0.78398;0.14765;0.22046;0.14441;0.38523;0.11014;0.26555;0.1158;0.64873;0.00024749
0.79395;0.14205;0.20492;0.13894;0.38346;0.11133;0.24004;0.11705;0.66841;0
0.80385;0.13643;0.18982;0.13344;0.38257;0.112;0.21552;0.11775;0.68756;2.7709e-05
0.81369;0.13078;0.17519;0.12792;0.38256;0.11214;0.19208;0.1179;0.70616;0.00032355
0.82346;0.12511;0.16105;0.12237;0.38342;0.11175;0.16979;0.1175;0.72417;0.00088116
0.83314;0.11941;0.14742;0.1168;0.38515;0.11085;0.14871;0.11654;0.74159;0.0016948
0.84273;0.1137;0.1343;0.11121;0.3877;0.10943;0.1289;0.11505;0.7584;0.0027596
0.85223;0.10796;0.12173;0.1056;0.39106;0.10751;0.11041;0.11304;0.77458;0.0040711
0.86161;0.10221;0.10971;0.099973;0.39518;0.10512;0.09328;0.11052;0.79013;0.0056256
0.87087;0.096447;0.098255;0.094337;0.40002;0.10227;0.077554;0.10753;0.80505;0.00742
0.87999;0.09068;0.087378;0.088697;0.40552;0.098997;0.063257;0.10409;0.81933;0.0094517
0.88897;0.084918;0.07709;0.08306;0.41164;0.095328;0.05041;0.10023;0.83297;0.011719
0.89778;0.07917;0.067401;0.077438;0.4183;0.091303;0.039028;0.095998;0.84599;0.01422
0.90642;0.073449;0.05832;0.071842;0.42543;0.086963;0.029116;0.091435;0.85838;0.016953
0.91485;0.067766;0.049857;0.066284;0.43297;0.082353;0.020674;0.086588;0.87015;0.019919
0.92307;0.062139;0.04202;0.060779;0.44083;0.077522;0.013695;0.081508;0.88132;0.023117
0.93106;0.056584;0.034819;0.055346;0.44892;0.072523;0.0081639;0.076252;0.89189;0.026546
0.93877;0.051121;0.028263;0.050003;0.45717;0.067413;0.0040595;0.07088;0.90189;0.030208
0.9462;0.045773;0.022361;0.044772;0.46546;0.062251;0.0013542;0.065452;0.91133;0.034103
0.95331;0.040563;0.017122;0.039675;0.47371;0.0571;1.4315e-05;0.060036;0.92022;0.038232
0.96007;0.035516;0.012558;0.034739;0.48181;0.052024;0;0.0547;0.92857;0.042596
0.96644;0.030662;0.0086791;0.029991;0.48966;0.047092;0.0012657;0.049513;0.93641;0.047197
0.9724;0.026031;0.0054973;0.025462;0.49715;0.042371;0.0037601;0.04455;0.94375;0.052035
0.9779;0.021655;0.003025;0.021181;0.50417;0.037933;0.0074269;0.039883;0.9506;0.057113
0.98289;0.017569;0.0012753;0.017184;0.5106;0.033849;0.012204;0.03559;0.95697;0.062432
0.98735;0.013808;0.00026215;0.013506;0.51634;0.030192;0.018027;0.031745;0.96288;0.067994
0.99121;0.010412;0;0.010184;0.52127;0.027035;0.024822;0.028425;0.96834;0.073799
0.99445;0.0074197;0.00050383;0.0072574;0.52527;0.02445;0.032516;0.025708;0.97335;0.079851
0.99699;0.0048724;0.001789;0.0047658;0.52823;0.02251;0.041029;0.023668;0.97793;0.086149
0.9988;0.0028127;0.0038712;0.0027512;0.53004;0.021285;0.050279;0.022379;0.98208;0.092696
0.99982;0.0012844;0.0067661;0.0012563;0.53059;0.020844;0.06018;0.021916;0.9858;0.099492
1;0.00033178;0.010489;0.00032452;0.52977;0.021255;0.070643;0.022348;0.98909;0.10654
0.99928;0;0.015056;0;0.52749;0.022583;0.081577;0.023744;0.99196;0.11384
0.99762;0.00033434;0.020481;0.00032702;0.52364;0.024889;0.09289;0.026169;0.9944;0.12139
0.99495;0.0013801;0.026778;0.0013499;0.51813;0.028231;0.10449;0.029682;0.99641;0.12919
0.99122;0.003182;0.033959;0.0031124;0.51088;0.032662;0.11627;0.034342;0.99798;0.13725
0.98638;0.0057843;0.042037;0.0056577;0.5018;0.038233;0.12816;0.040199;0.9991;0.14556
0.98038;0.0092298;0.05102;0.0090278;0.49083;0.044987;0.14004;0.0473;0.99978;0.15412
0.97316;0.01356;0.060917;0.013263;0.47791;0.052963;0.15182;0.055687;1;0.16293
0.9647;0.018814;0.071733;0.018402;0.46298;0.062194;0.16343;0.065392;0.99975;0.17199
