0.55049;0.35488;0.35938;0.70453;0.20019;0.20019;0.084847
0.55053;0.3532;0.35768;0.70738;0.1981;0.1981;0.080355
0.55052;0.35159;0.35604;0.71015;0.19607;0.19607;0.075777
0.55049;0.35003;0.35447;0.71284;0.19411;0.19411;0.071141
0.55042;0.34855;0.35297;0.71546;0.19219;0.19219;0.066471
0.55034;0.34713;0.35153;0.71801;0.19033;0.19033;0.061793
0.55025;0.34579;0.35017;0.7205;0.18852;0.18852;0.057134
0.55015;0.34452;0.34888;0.72293;0.18675;0.18675;0.052517
0.55005;0.34331;0.34766;0.72532;0.18502;0.18502;0.047968
0.54997;0.34217;0.34651;0.72766;0.18332;0.18332;0.043511
0.54991;0.34109;0.34541;0.72996;0.18165;0.18165;0.039168
0.54989;0.34006;0.34437;0.73223;0.18001;0.18001;0.034961
0.54991;0.33907;0.34337;0.73448;0.17839;0.17839;0.030911
0.55;0.33812;0.3424;0.73669;0.1768;0.1768;0.027038
0.55017;0.33718;0.34146;0.73889;0.17523;0.17523;0.02336
0.55044;0.33625;0.34051;0.74105;0.17368;0.17368;0.019895
0.55081;0.3353;0.33955;0.74319;0.17215;0.17215;0.01666
0.55132;0.33433;0.33856;0.7453;0.17066;0.17066;0.01367
0.55199;0.3333;0.33752;0.74738;0.16919;0.16919;0.010941
0.55283;0.3322;0.33641;0.74941;0.16776;0.16776;0.0084851
0.55387;0.331;0.3352;0.75138;0.16637;0.16637;0.0063172
0.55513;0.32969;0.33387;0.7533;0.16503;0.16503;0.0044493
0.55664;0.32824;0.3324;0.75514;0.16375;0.16375;0.0028931
0.55842;0.32662;0.33076;0.75689;0.16254;0.16254;0.0016598
0.56051;0.32481;0.32892;0.75853;0.16142;0.16142;0.00075995
0.56293;0.32279;0.32688;0.76004;0.16039;0.16039;0.00020355
0.56571;0.32053;0.32459;0.76141;0.15948;0.15948;0
0.56887;0.318;0.32203;0.76262;0.15868;0.15868;0.00015817
0.57244;0.3152;0.31919;0.76364;0.15803;0.15803;0.00068641
0.57645;0.31209;0.31605;0.76445;0.15753;0.15753;0.0015926
0.58092;0.30867;0.31258;0.76504;0.1572;0.1572;0.0028839
0.58588;0.3049;0.30876;0.76537;0.15706;0.15706;0.0045672
0.59135;0.30077;0.30458;0.76543;0.15711;0.15711;0.0066486
0.59735;0.29627;0.30003;0.76521;0.15738;0.15738;0.0091339
0.60388;0.29139;0.29509;0.76467;0.15788;0.15788;0.012028
0.61098;0.28612;0.28975;0.76381;0.15862;0.15862;0.015337
0.61863;0.28046;0.28401;0.7626;0.15961;0.15961;0.019064
0.62686;0.27439;0.27787;0.76103;0.16086;0.16086;0.023213
0.63566;0.26793;0.27132;0.7591;0.16238;0.16238;0.027789
0.64502;0.26106;0.26437;0.75679;0.16417;0.16417;0.032795
0.65493;0.25381;0.25702;0.75408;0.16625;0.16625;0.038235
0.66539;0.24617;0.24929;0.75099;0.16862;0.16862;0.044114
0.67637;0.23816;0.24118;0.74749;0.17127;0.17127;0.050434
0.68785;0.22979;0.23271;0.74359;0.17422;0.17422;0.0572
0.6998;0.2211;0.2239;0.7393;0.17745;0.17745;0.064415
0.71219;0.21209;0.21477;0.7346;0.18098;0.18098;0.072084
0.72496;0.20279;0.20536;0.72951;0.1848;0.1848;0.080211
0.73809;0.19324;0.19568;0.72403;0.1889;0.1889;0.0888
0.75152;0.18346;0.18578;0.71817;0.19328;0.19328;0.097853
0.7652;0.17349;0.17569;0.71193;0.19794;0.19794;0.10738
0.77907;0.16337;0.16544;0.70532;0.20286;0.20286;0.11737
0.79307;0.15314;0.15508;0.69836;0.20805;0.20805;0.12784
0.80715;0.14285;0.14466;0.69106;0.21349;0.21349;0.13878
0.82123;0.13253;0.13421;0.68342;0.21917;0.21917;0.1502
0.83525;0.12225;0.12379;0.67547;0.22509;0.22509;0.1621
0.84915;0.11203;0.11345;0.66723;0.23124;0.23124;0.17447
0.86284;0.10195;0.10324;0.65869;0.23759;0.23759;0.18732
0.87626;0.09205;0.093217;0.6499;0.24416;0.24416;0.20063
0.88934;0.082383;0.083426;0.64085;0.25091;0.25091;0.2144
0.90201;0.073002;0.073927;0.63157;0.25784;0.25784;0.22863
0.9142;0.063964;0.064774;0.62209;0.26494;0.26494;0.24331
0.92584;0.05532;0.056021;0.61241;0.2722;0.2722;0.25841
0.93685;0.047125;0.047722;0.60256;0.27959;0.27959;0.27394
0.94718;0.03943;0.039929;0.59256;0.28711;0.28711;0.28987
0.95675;0.032285;0.032694;0.58243;0.29475;0.29475;0.30619
0.96551;0.02574;0.026066;0.57219;0.30249;0.30249;0.32288
0.9734;0.019841;0.020093;0.56185;0.31032;0.31032;0.33992
0.98036;0.014633;0.014819;0.55145;0.31822;0.31822;0.35728
0.98635;0.010157;0.010286;0.541;0.32618;0.32618;0.37494
0.9913;0.0064524;0.0065341;0.53052;0.3342;0.3342;0.39287
0.99518;0.0035539;0.003599;0.52003;0.34225;0.34225;0.41105
0.99794;0.001494;0.0015129;0.50954;0.35033;0.35033;0.42945
0.99956;0.00030105;0.00030487;0.49908;0.35842;0.35842;0.44803
1;0;0;0.48866;0.36652;0.36652;0.46677
0.99923;0.00061189;0.00061964;0.4783;0.37461;0.37461;0.48563
0.99724;0.002154;0.0021813;0.468;0.38269;0.38269;0.50457
0.99401;0.0046396;0.0046984;0.4578;0.39074;0.39074;0.52356
0.98952;0.0080783;0.0081807;0.4477;0.39875;0.39875;0.54255
0.98378;0.012476;0.012634;0.43771;0.40672;0.40672;0.56153
0.97678;0.017834;0.01806;0.42784;0.41464;0.41464;0.58043
0.96853;0.024151;0.024457;0.41811;0.4225;0.4225;0.59923
0.95905;0.031421;0.031819;0.40852;0.4303;0.4303;0.61788
0.94834;0.039634;0.040137;0.39908;0.43802;0.43802;0.63634
0.93644;0.04878;0.049398;0.38979;0.44567;0.44567;0.65458
0.92336;0.058841;0.059587;0.38067;0.45323;0.45323;0.67254
0.90915;0.0698;0.070684;0.37171;0.4607;0.4607;0.69019
0.89384;0.081633;0.082667;0.36292;0.46808;0.46808;0.70749
0.87747;0.094317;0.095512;0.3543;0.47537;0.47537;0.72439
0.8601;0.10783;0.10919;0.34584;0.48257;0.48257;0.74086
0.84178;0.12213;0.12368;0.33754;0.48966;0.48966;0.75686
0.82256;0.13719;0.13893;0.32939;0.49667;0.49667;0.77235
0.8025;0.15299;0.15493;0.32138;0.50358;0.50358;0.7873
0.78167;0.16949;0.17163;0.31351;0.51041;0.51041;0.80168
0.76015;0.18664;0.18901;0.30575;0.51716;0.51716;0.81544
0.73799;0.20442;0.20701;0.2981;0.52384;0.52384;0.82857
0.71527;0.22279;0.22561;0.29053;0.53046;0.53046;0.84103
0.69208;0.24171;0.24477;0.28303;0.53702;0.53702;0.85281
0.66847;0.26114;0.26445;0.27557;0.54356;0.54356;0.86388
0.64455;0.28104;0.2846;0.26813;0.55007;0.55007;0.87422
0.62038;0.30138;0.30519;0.26069;0.55659;0.55659;0.88381
0.59604;0.32211;0.32619;0.25321;0.56312;0.56312;0.89266
0.57161;0.3432;0.34754;0.24567;0.5697;0.5697;0.90074
0.54718;0.3646;0.36922;0.23804;0.57634;0.57634;0.90804
0.52281;0.38629;0.39118;0.2303;0.58308;0.58308;0.91458
0.4986;0.40822;0.41339;0.22241;0.58993;0.58993;0.92035
0.4746;0.43035;0.4358;0.21436;0.59692;0.59692;0.92534
0.4509;0.45265;0.39952;0.20613;0.60408;0.60408;0.92958
0.42757;0.47507;0.42412;0.19769;0.61144;0.61144;0.93306
0.40467;0.49758;0.44882;0.18903;0.61903;0.61903;0.93581
0.38227;0.52015;0.47357;0.18015;0.62686;0.62686;0.93784
0.36043;0.54272;0.49834;0.17105;0.63498;0.63498;0.93917
0.3392;0.56527;0.52308;0.16175;0.64339;0.64339;0.93982
0.31865;0.58775;0.54774;0.15227;0.65212;0.65212;0.93982
0.29881;0.61013;0.57229;0.14266;0.6612;0.6612;0.93919
0.27973;0.63236;0.59667;0.133;0.67063;0.67063;0.93797
0.26145;0.6544;0.62085;0.12337;0.68043;0.68043;0.93619
0.24399;0.67621;0.64478;0.11392;0.6906;0.6906;0.93388
0.22738;0.69774;0.66841;0.10483;0.70115;0.70115;0.93109
0.21163;0.71896;0.69169;0.096312;0.71209;0.71209;0.92784
0.19674;0.73982;0.71456;0.088665;0.72339;0.72339;0.92419
0.1827;0.76026;0.73699;0.082225;0.73506;0.73506;0.92018
0.16952;0.78025;0.75892;0.077367;0.74708;0.74708;0.91585
0.15715;0.79973;0.78029;0.074466;0.75941;0.75941;0.91125
0.14557;0.81864;0.80104;0.073836;0.77204;0.77204;0.90643
0.13474;0.83695;0.82112;0.075673;0.78492;0.78492;0.90143
0.12459;0.85459;0.84048;0.080005;0.79803;0.79803;0.8963
0.11506;0.87151;0.85904;0.086696;0.8113;0.8113;0.89109
0.1061;0.88766;0.87675;0.095482;0.82468;0.82468;0.88586
0.097628;0.90296;0.89355;0.10603;0.83812;0.83812;0.88064
0.08957;0.91738;0.90936;0.11798;0.85156;0.85156;0.87549
0.081852;0.93084;0.92413;0.13099;0.86491;0.86491;0.87046
0.074405;0.94329;0.93779;0.14474;0.87811;0.87811;0.86558
0.067163;0.95467;0.95027;0.15893;0.89108;0.89108;0.86091
0.060072;0.96491;0.9615;0.17332;0.90373;0.90373;0.85649
0.053089;0.97395;0.97143;0.18766;0.91598;0.91598;0.85236
0.046191;0.98175;0.97998;0.20174;0.92774;0.92774;0.84857
0.039375;0.98823;0.98709;0.21537;0.93892;0.93892;0.84514
0.032668;0.99335;0.99271;0.22835;0.94943;0.94943;0.84211
0.02613;0.99705;0.99676;0.24051;0.95918;0.95918;0.83952
0.019867;0.99928;0.99921;0.2517;0.96808;0.96808;0.8374
0.01403;1;1;0.26177;0.97605;0.97605;0.83577
0.0088298;0.99916;0.99908;0.27057;0.983;0.983;0.83466
0.0045358;0.99673;0.99642;0.27798;0.98886;0.98886;0.83409
0.0014719;0.99269;0.99198;0.28389;0.99355;0.99355;0.83408
0;0.98699;0.98573;0.28818;0.997;0.997;0.83465
0.00048782;0.97964;0.97767;0.29077;0.99917;0.99917;0.83579
0.0032641;0.97062;0.96777;0.29158;1;1;0.83754
0.0085724;0.95994;0.95605;0.29055;0.99945;0.99945;0.83988
0.016539;0.9476;0.94252;0.28763;0.99749;0.99749;0.84282
0.027167;0.93363;0.92719;0.28279;0.9941;0.9941;0.84636
0.040355;0.91805;0.9101;0.27602;0.98928;0.98928;0.8505
0.055925;0.90092;0.8913;0.26732;0.98303;0.98303;0.85522
0.073664;0.88227;0.87085;0.25672;0.97536;0.97536;0.86051
0.09334;0.86218;0.84881;0.24425;0.9663;0.9663;0.86636
0.11472;0.84073;0.82527;0.22998;0.95589;0.95589;0.87274
0.1376;0.81799;0.80032;0.21399;0.94418;0.94418;0.87964
0.16174;0.79406;0.77408;0.19638;0.93124;0.93124;0.88703
0.18697;0.76907;0.74665;0.17728;0.91713;0.91713;0.89488
0.21308;0.74311;0.71818;0.15683;0.90195;0.90195;0.90315
0.2399;0.71632;0.68879;0.13523;0.88579;0.88579;0.91181
0.26724;0.68884;0.65864;0.11271;0.86875;0.86875;0.92082
0.29493;0.66082;0.6279;0.089583;0.85094;0.85094;0.93014
0.32279;0.6324;0.59672;0.066293;0.83249;0.83249;0.93973
0.35066;0.60374;0.56528;0.043568;0.81352;0.81352;0.94953
0.37836;0.57501;0.53376;0.022768;0.79416;0.79416;0.9595
0.40573;0.54638;0.50235;0.0066556;0.77455;0.77455;0.96958
0.43261;0.51801;0.47123;0;0.75482;0.75482;0.97973
0.45883;0.49007;0.44058;0.0060718;0.73512;0.73512;0.98989
0.48423;0.46274;0.46861;0.021812;0.71557;0.71557;1
