0.56362;0.3696;0.37428;1;0;0;0.10186
0.56542;0.36735;0.372;0.98606;0.0095024;0.0095024;0.10079
0.56672;0.36567;0.37031;0.97147;0.019441;0.019441;0.099846
0.56756;0.36453;0.36915;0.9563;0.029758;0.029758;0.09904
0.56797;0.36387;0.36848;0.94065;0.040393;0.040393;0.098386
0.56799;0.36365;0.36826;0.92463;0.05128;0.05128;0.097893
0.56766;0.36384;0.36845;0.90832;0.062353;0.062353;0.09757
0.56704;0.36437;0.36898;0.89182;0.073545;0.073545;0.097422
0.56614;0.36521;0.36983;0.87526;0.084788;0.084788;0.097455
0.56503;0.36631;0.37095;0.85871;0.096013;0.096013;0.09767
0.56372;0.36762;0.37228;0.8423;0.10715;0.10715;0.098068
0.56227;0.36911;0.37379;0.8261;0.11814;0.11814;0.098646
0.56071;0.37074;0.37544;0.81024;0.12892;0.12892;0.099401
0.55907;0.37246;0.37718;0.79478;0.13942;0.13942;0.10032
0.55738;0.37423;0.37898;0.77982;0.1496;0.1496;0.10141
0.55568;0.37604;0.3808;0.76544;0.15939;0.15939;0.10264
0.554;0.37783;0.38261;0.75171;0.16876;0.16876;0.10401
0.55235;0.37958;0.38439;0.73869;0.17765;0.17765;0.1055
0.55077;0.38127;0.3861;0.72644;0.18604;0.18604;0.1071
0.54927;0.38287;0.38772;0.71501;0.19389;0.19389;0.10878
0.54786;0.38436;0.38923;0.70443;0.20116;0.20116;0.11053
0.54658;0.38572;0.39061;0.69474;0.20785;0.20785;0.11232
0.54541;0.38694;0.39184;0.68595;0.21394;0.21394;0.11414
0.54439;0.38801;0.39292;0.67807;0.21942;0.21942;0.11596
0.5435;0.3889;0.39383;0.67111;0.22428;0.22428;0.11776
0.54276;0.38963;0.39456;0.66505;0.22853;0.22853;0.11952
0.54216;0.39017;0.39511;0.65989;0.23217;0.23217;0.12121
0.54171;0.39053;0.39548;0.65559;0.23522;0.23522;0.12282
0.5414;0.39071;0.39566;0.65213;0.2377;0.2377;0.12432
0.54122;0.3907;0.39565;0.64948;0.23962;0.23962;0.1257
0.54117;0.39052;0.39546;0.64758;0.24101;0.24101;0.12693
0.54124;0.39015;0.3951;0.6464;0.2419;0.2419;0.12798
0.54142;0.38962;0.39456;0.64589;0.24232;0.24232;0.12886
0.54169;0.38893;0.39386;0.64598;0.24231;0.24231;0.12953
0.54205;0.38808;0.393;0.64664;0.2419;0.2419;0.12999
0.54248;0.38709;0.39199;0.64779;0.24112;0.24112;0.13021
0.54297;0.38596;0.39085;0.6494;0.24002;0.24002;0.13019
0.54351;0.3847;0.38957;0.6514;0.23863;0.23863;0.12991
0.54408;0.38333;0.38819;0.65373;0.23699;0.23699;0.12937
0.54467;0.38186;0.38669;0.65635;0.23514;0.23514;0.12856
0.54528;0.38029;0.38511;0.65921;0.23311;0.23311;0.12747
0.54588;0.37864;0.38344;0.66226;0.23093;0.23093;0.12609
0.54646;0.37693;0.3817;0.66545;0.22864;0.22864;0.12443
0.54703;0.37516;0.37991;0.66875;0.22626;0.22626;0.12249
0.54757;0.37334;0.37807;0.67212;0.22383;0.22383;0.12027
0.54807;0.37148;0.37619;0.67553;0.22136;0.22136;0.11777
0.54854;0.3696;0.37429;0.67895;0.21888;0.21888;0.11501
0.54896;0.36771;0.37237;0.68235;0.2164;0.2164;0.11198
0.54933;0.36582;0.37045;0.68572;0.21395;0.21395;0.10871
0.54964;0.36393;0.36854;0.68904;0.21152;0.21152;0.10521
0.54991;0.36205;0.36664;0.69229;0.20914;0.20914;0.10149
0.55013;0.3602;0.36477;0.69548;0.20682;0.20682;0.097575
0.5503;0.35839;0.36293;0.69858;0.20455;0.20455;0.093481
0.55042;0.35661;0.36113;0.7016;0.20234;0.20234;0.089231
