0;0.24177;0.60863;0.91246
0.19435;0.32493;0.61053;0.9186
0.62536;0.12717;0.61243;0.92474
0.83756;0.12153;0.61433;0.93087
0.82112;0.10541;0.61623;0.93701
0.71902;0.020391;0.61814;0.94314
1;0;0.62004;0.94928
0.98695;0.013585;0.62194;0.95541
0.7976;0.035681;0.62384;0.96155
0.77665;0.055675;0.62574;0.96768
0.84773;0.069494;0.62764;0.97382
0.89576;0.11858;0.62954;0.97995
0.66188;0.15342;0.63145;0.98609
0.53773;0.21887;0.63335;0.99222
0.59462;0.4151;0.63525;0.99836
0.6604;0.42166;0.63622;1
0.68889;0.35766;0.63626;0.99715
0.72675;0.38244;0.6363;0.9943
0.78861;0.3613;0.63634;0.99146
0.8516;0.36249;0.63638;0.98861
0.90791;0.39064;0.63642;0.98576
0.83448;0.30838;0.63646;0.98291
0.60388;0.19237;0.6365;0.98006
0.39759;0.26925;0.63654;0.97721
0.61245;0.27565;0.63658;0.97437
0.59471;0.28782;0.63662;0.97152
0.60402;0.35838;0.63667;0.96867
0.77977;0.29387;0.63671;0.96582
0.79537;0.081639;0.63675;0.96297
0.7938;0.2037;0.63679;0.96013
0.78492;0.19046;0.63683;0.95728
0.69088;0.27071;0.63687;0.95443
0.64318;0.30386;0.63691;0.95158
0.60353;0.16981;0.63695;0.94873
0.60764;0.18817;0.63699;0.94588
0.65773;0.2213;0.63703;0.94304
0.65344;0.090287;0.63707;0.94019
0.65315;0.20971;0.63711;0.93734
0.62251;0.25568;0.63715;0.93449
0.62408;0.34791;0.63719;0.93164
0.62042;0.41351;0.63723;0.92879
0.59176;0.44046;0.63727;0.92595
0.61529;0.42065;0.63731;0.9231
0.62368;0.46646;0.63736;0.92025
0.64572;0.44504;0.6374;0.9174
0.66123;0.4182;0.63429;0.90983
0.64802;0.37387;0.62805;0.89753
0.62332;0.47806;0.62181;0.88524
0.61714;0.46039;0.61556;0.87294
0.62749;0.41782;0.60932;0.86065
0.64057;0.3865;0.60308;0.84835
0.64915;0.41012;0.59684;0.83606
0.63916;0.4069;0.59059;0.82376
0.60997;0.35211;0.58435;0.81147
0.621;0.48799;0.57811;0.79917
0.62762;0.41606;0.57186;0.78688
0.62542;0.38379;0.56562;0.77458
0.6366;0.36678;0.55938;0.76229
0.63659;0.33121;0.55314;0.74999
0.60518;0.33414;0.54689;0.7377
0.5938;0.30512;0.54065;0.72541
0.61161;0.26278;0.53441;0.71311
0.63009;0.33867;0.52816;0.70082
0.5783;0.35508;0.52192;0.68852
0.57148;0.21982;0.51568;0.67623
0.59311;0.19703;0.50944;0.66393
0.60953;0.21977;0.50319;0.65164
0.63325;0.26443;0.49695;0.63934
0.68503;0.40866;0.49071;0.62705
0.71659;0.45239;0.48446;0.61475
0.69914;0.39445;0.47822;0.60246
0.69103;0.36105;0.47198;0.59016
0.70997;0.26586;0.46574;0.57787
0.75806;0.32324;0.45949;0.56557
0.75573;0.47566;0.45325;0.55328
0.75947;0.59251;0.44522;0.54039
0.75936;0.66287;0.43542;0.52692
0.72144;0.61166;0.42561;0.51344
0.67314;0.5492;0.41581;0.49997
0.63335;0.55285;0.406;0.4865
0.5552;0.54669;0.39619;0.47302
0.5042;0.38252;0.38639;0.45955
0.53039;0.56085;0.37658;0.44607
0.58177;0.61277;0.36678;0.4326
0.62821;0.63491;0.35697;0.41912
0.66959;0.4672;0.34716;0.40565
0.71785;0.4364;0.33736;0.39218
0.70054;0.40006;0.32755;0.3787
0.67149;0.49038;0.31774;0.36523
0.69058;0.57724;0.30794;0.35175
0.70947;0.49508;0.29813;0.33828
0.76445;0.41328;0.28833;0.3248
0.67788;0.3863;0.27852;0.31133
0.71788;0.59928;0.26871;0.29786
0.75772;0.73544;0.25891;0.28438
0.798;0.72616;0.2491;0.27091
0.76951;0.59174;0.2393;0.25743
0.75334;0.60724;0.22949;0.24396
0.72401;0.58681;0.21968;0.23048
0.78085;0.59706;0.20988;0.21701
0.79141;0.5466;0.20007;0.20354
0.74988;0.50518;0.19027;0.19006
0.71188;0.50646;0.18046;0.17659
0.66874;0.50219;0.17065;0.16311
0.71723;0.57425;0.16085;0.14964
0.69319;0.56829;0.1533;0.14048
0.6562;0.55439;0.14802;0.13564
0.69613;0.65972;0.14274;0.13079
0.68067;0.76926;0.13746;0.12595
0.67816;0.79048;0.13217;0.12111
0.68641;0.65888;0.12689;0.11626
0.68364;0.70847;0.12161;0.11142
0.65959;0.73105;0.11633;0.10657
0.7278;0.70201;0.11104;0.10173
0.72534;0.5312;0.10576;0.096885
0.73107;0.54205;0.10048;0.09204
0.70718;0.56517;0.095194;0.087196
0.68201;0.47401;0.089911;0.082352
0.69502;0.2702;0.084629;0.077508
0.73876;0.24899;0.079346;0.072663
0.73067;0.18571;0.074064;0.06782
0.7628;0.21627;0.068781;0.062975
0.7932;0.18196;0.063498;0.058131
0.7936;0.23718;0.058215;0.053287
0.79472;0.22904;0.052933;0.048443
0.77623;0.23888;0.04765;0.043598
0.77196;0.35832;0.042367;0.038754
0.73698;0.39618;0.037084;0.03391
0.69539;0.3564;0.031802;0.029066
0.66864;0.35794;0.026519;0.024221
0.66494;0.32739;0.021236;0.019377
0.68271;0.40984;0.015953;0.014533
0.67985;0.50782;0.010671;0.0096885
0.70215;0.4947;0.0053879;0.0048443
0.67776;0.46434;0.00010511;0
0.66543;0.40477;0;0.00073544
0.70081;0.49697;0.0050677;0.0070455
0.71368;0.52491;0.010135;0.013355
0.7141;0.38039;0.015203;0.019665
0.71679;0.31359;0.020271;0.025975
0.7343;0.30533;0.025339;0.032285
0.7511;0.2758;0.030406;0.038595
0.73723;0.25449;0.035474;0.044905
0.68936;0.21747;0.040542;0.051215
0.65796;0.2907;0.04561;0.057525
0.65942;0.22154;0.050677;0.063835
0.68371;0.25915;0.055745;0.070145
0.75296;0.41717;0.060813;0.076455
0.75085;0.3085;0.065881;0.082765
0.74294;0.33833;0.070948;0.089075
0.69244;0.13705;0.076016;0.095385
0.6425;0.081804;0.081084;0.1017
0.64278;0.10843;0.086152;0.10801
0.6858;0.20055;0.09122;0.11432
0.70269;0.28187;0.096288;0.12063
0.68163;0.25538;0.10136;0.12694
0.6806;0.24919;0.10642;0.13325
0.69277;0.15357;0.11149;0.13956
0.69072;0.26407;0.11656;0.14587
0.69843;0.39362;0.12163;0.15218
0.70509;0.36035;0.12669;0.15849
0.72391;0.31487;0.13176;0.1648
0.74307;0.42586;0.13683;0.17111
0.74236;0.41864;0.1419;0.17742
