1;0.10141;0;0.85417
0.93047;0.076092;0.0055791;0.83705
0.85186;0.05662;0.021871;0.81354
0.7674;0.043383;0.047941;0.78417
0.68023;0.036398;0.08242;0.74966
0.59326;0.035329;0.12357;0.71088
0.50905;0.039533;0.16938;0.66883
0.42973;0.048114;0.21766;0.62455
0.3569;0.059985;0.26621;0.57913
0.29166;0.073943;0.31288;0.53362
0.23463;0.088748;0.35575;0.48896
0.18602;0.10319;0.39319;0.44598
0.14563;0.11613;0.42399;0.4053
0.113;0.1266;0.44742;0.36738
0.087393;0.13377;0.46325;0.33247
0.067947;0.13702;0.47177;0.30064
0.05369;0.13597;0.4738;0.2718
0.043627;0.13052;0.47056;0.24574
0.036787;0.12085;0.46365;0.22216
0.032269;0.10744;0.4549;0.20072
0.029279;0.091106;0.44624;0.18105
0.027144;0.072944;0.43959;0.16281
0.025329;0.054264;0.43671;0.1457
0.023441;0.036489;0.43905;0.12948
0.021231;0.02103;0.44772;0.11398
0.018592;0.0091629;0.46332;0.099108
0.015543;0.0019173;0.48596;0.084847
0.012216;0;0.51523;0.071244
0.0088239;0.0037503;0.55021;0.058396
0.0056344;0.013135;0.58953;0.046441
0.0029301;0.027777;0.63147;0.035536
0.00097759;0.047005;0.67405;0.025847
0;0.069927;0.71517;0.017531
0.00015636;0.095505;0.75276;0.010725
0.0015281;0.12263;0.78487;0.0055325
0.0041115;0.15018;0.80983;0.0020139
0.007815;0.17706;0.82636;0.0001823
0.012463;0.20221;0.83368;0
0.017807;0.22468;0.83151;0.0013818
0.023545;0.24359;0.82017;0.0042021
0.029348;0.2582;0.80053;0.0083055
0.034887;0.26799;0.77397;0.01352
0.039866;0.2727;0.7423;0.019672
0.044046;0.27238;0.70768;0.026603
0.047266;0.26742;0.67243;0.034185
0.049457;0.25856;0.63896;0.042337
0.050651;0.24682;0.60958;0.051037
0.05099;0.23348;0.58638;0.060338
0.050728;0.21999;0.57112;0.070375
0.05024;0.20782;0.5651;0.081364
0.05001;0.19847;0.5691;0.093598
0.050631;0.19329;0.58336;0.10743
0.052781;0.19347;0.6075;0.12327
0.057196;0.19997;0.64059;0.14153
0.064636;0.21351;0.68117;0.16261
0.075857;0.23453;0.7273;0.18689
0.09157;0.26323;0.77671;0.21469
0.11242;0.29951;0.82684;0.24625
0.13894;0.34305;0.87503;0.28171
0.17155;0.39326;0.91858;0.3211
0.21047;0.4493;0.95495;0.36432
0.25574;0.51007;0.98184;0.41116
0.30718;0.57418;0.99734;0.46126
0.36439;0.64001;1;0.51415
0.42673;0.7057;0.98895;0.56923
0.49331;0.76929;0.96391;0.62583
0.56305;0.82876;0.92524;0.68321
0.63466;0.8821;0.87388;0.74059
0.70671;0.92746;0.81136;0.79715
0.77764;0.96313;0.73971;0.85211
0.84586;0.98767;0.66138;0.9047
0.90981;1;0.57911;0.95421
0.95892;0.99952;0.49583;1
