0.077465;0.81796;0.89377;0.80719;0.50937;0.69627;0.36026;0.73122;0.0046953
0.047352;0.79279;0.88045;0.78053;0.4511;0.66032;0.41129;0.69346;0.0023401
0.019177;0.76702;0.86672;0.75324;0.39308;0.62451;0.4618;0.65586;0.00077485
0;0.74076;0.85261;0.72542;0.33551;0.58898;0.51147;0.61855;0
0.0059354;0.71411;0.83818;0.6972;0.2786;0.55385;0.55999;0.58166;1.4227e-05
0.031425;0.68718;0.82346;0.66867;0.22253;0.51924;0.60707;0.5453;0.00081413
0.062848;0.66008;0.80849;0.63997;0.16749;0.48524;0.65244;0.5096;0.0023943
0.096169;0.63291;0.79331;0.61119;0.11366;0.45197;0.69583;0.47466;0.004747
0.13022;0.60576;0.77796;0.58244;0.061293;0.41952;0.737;0.44058;0.0078627
0.16451;0.57874;0.76247;0.55381;0.011627;0.38798;0.77573;0.40746;0.011729
0.19877;0.55192;0.74688;0.5254;0.03063;0.35743;0.81181;0.37537;0.016332
0.23282;0.52539;0.73122;0.4973;0.077904;0.32794;0.84508;0.3444;0.021656
0.26652;0.49923;0.71551;0.4696;0.12369;0.29958;0.87537;0.31462;0.027679
0.29974;0.47351;0.69978;0.44236;0.16762;0.27241;0.90255;0.28608;0.034383
0.33238;0.44831;0.68407;0.41566;0.20957;0.24647;0.92652;0.25884;0.041741
0.36436;0.42367;0.66839;0.38957;0.24945;0.22181;0.94718;0.23294;0.049729
0.3956;0.39966;0.65277;0.36414;0.2872;0.19846;0.96448;0.20842;0.058317
0.42604;0.37633;0.63723;0.36794;0.32278;0.17645;0.97838;0.18531;0.067475
0.4556;0.35372;0.62178;0.34583;0.35616;0.1558;0.98886;0.16363;0.07717
0.48425;0.33187;0.60643;0.32447;0.38731;0.13653;0.99594;0.14338;0.087368
0.51193;0.31081;0.59122;0.30387;0.41623;0.11863;0.99964;0.12458;0.098033
0.53863;0.29056;0.57614;0.28408;0.44292;0.1021;1;0.10722;0.10913
0.5643;0.27115;0.5612;0.26511;0.4674;0.086936;0.9971;0.0913;0.12061
0.58892;0.2526;0.54643;0.24697;0.48969;0.073124;0.99104;0.076795;0.13246
0.61249;0.23491;0.53181;0.22967;0.50982;0.060641;0.9819;0.063685;0.14461
0.635;0.2181;0.51737;0.21323;0.52785;0.04946;0.96982;0.051943;0.15704
0.65643;0.20216;0.5031;0.19765;0.54383;0.039549;0.95494;0.041535;0.1697
0.67681;0.18709;0.48901;0.18291;0.5578;0.030871;0.93741;0.032421;0.18256
0.69612;0.17288;0.47511;0.16902;0.56986;0.023384;0.91739;0.024558;0.19557
0.7144;0.15953;0.46139;0.15597;0.58006;0.017041;0.89507;0.017896;0.2087
0.73164;0.14702;0.44785;0.14374;0.5885;0.011793;0.87062;0.012385;0.2219
0.74789;0.13533;0.43451;0.13231;0.59526;0.0075854;0.84426;0.0079662;0.23515
0.76315;0.12444;0.42136;0.12167;0.60043;0.0043627;0.81618;0.0045817;0.2484
0.77746;0.11434;0.4084;0.11179;0.60412;0.0020654;0.78659;0.0021691;0.26162
0.79085;0.10499;0.39563;0.10265;0.60641;0.00063216;0.7557;0.00066389;0.27478
0.80335;0.096372;0.38306;0.094223;0.60742;0;0.72373;0;0.28784
0.815;0.088453;0.37068;0.08648;0.60724;0.00010459;0.69091;0.00010984;0.30077
0.82584;0.081203;0.3585;0.079392;0.60599;0.00088074;0.65743;0.00092495;0.31354
0.8359;0.07459;0.34652;0.072927;0.60377;0.0022628;0.62353;0.0023764;0.32612
0.84523;0.068583;0.33474;0.067053;0.60069;0.0041853;0.58941;0.0043953;0.33848
0.85386;0.063146;0.32315;0.061737;0.59685;0.0065828;0.55527;0.0069133;0.35061
0.86184;0.058246;0.31176;0.056947;0.59235;0.0093912;0.52131;0.0098626;0.36247
0.8692;0.053848;0.30057;0.052647;0.58731;0.012547;0.48774;0.013177;0.37406
0.876;0.049918;0.28958;0.048804;0.58181;0.015989;0.45472;0.016792;0.38533
0.88226;0.046421;0.27878;0.045385;0.57596;0.019658;0.42245;0.020645;0.39629
0.88804;0.043322;0.26819;0.042356;0.56985;0.023496;0.39107;0.024675;0.40692
0.89337;0.040589;0.2578;0.039684;0.56356;0.027448;0.36076;0.028826;0.4172
0.89829;0.038189;0.2476;0.037337;0.55717;0.031463;0.33164;0.033042;0.42713
0.90283;0.036088;0.23761;0.035284;0.55077;0.035492;0.30385;0.037273;0.4367
0.90705;0.034257;0.22781;0.033493;0.54442;0.039489;0.27751;0.041471;0.44591
0.91095;0.032665;0.21821;0.031936;0.5382;0.043412;0.25273;0.045591;0.45476
0.9146;0.031282;0.20881;0.030584;0.53216;0.047223;0.22959;0.049593;0.46325
0.918;0.030082;0.19961;0.029411;0.52636;0.050887;0.20817;0.053441;0.47138
0.9212;0.029039;0.19061;0.028391;0.52084;0.054372;0.18854;0.057102;0.47917
0.92422;0.028127;0.18181;0.0275;0.51565;0.057653;0.17075;0.060547;0.48662
0.92708;0.027324;0.17321;0.026715;0.51082;0.060706;0.15485;0.063753;0.49375
0.92982;0.026608;0.16481;0.026014;0.50638;0.063511;0.14086;0.066699;0.50058
0.93244;0.025958;0.15661;0.025379;0.50235;0.066054;0.12878;0.06937;0.50712
0.93499;0.025356;0.14861;0.024791;0.49876;0.068324;0.11864;0.071753;0.51339
0.93746;0.024786;0.14081;0.024233;0.49561;0.070312;0.1104;0.073842;0.51941
0.93987;0.024232;0.13321;0.023692;0.49291;0.072016;0.10405;0.075631;0.52522
0.94225;0.023681;0.12581;0.023153;0.49066;0.073435;0.099558;0.077121;0.53083
0.94461;0.02312;0.11862;0.022605;0.48884;0.074573;0.096874;0.078317;0.53627
0.94694;0.022541;0.11162;0.022038;0.48745;0.075438;0.095943;0.079225;0.54156
0.94927;0.021933;0.10483;0.021444;0.48648;0.07604;0.096699;0.079857;0.54674
0.95159;0.02129;0.098246;0.020815;0.4859;0.076391;0.099067;0.080226;0.55183
0.95392;0.020608;0.091863;0.020148;0.48568;0.07651;0.10296;0.080351;0.55685
0.95626;0.019881;0.085682;0.019438;0.4858;0.076415;0.10829;0.08025;0.56185
0.9586;0.019109;0.079706;0.018682;0.48622;0.076127;0.11496;0.079948;0.56684
0.96095;0.01829;0.073932;0.017882;0.4869;0.07567;0.12286;0.079468;0.57185
0.96331;0.017425;0.068363;0.017036;0.48781;0.075069;0.13188;0.078838;0.57691
0.96566;0.016517;0.062999;0.016148;0.4889;0.074353;0.1419;0.078085;0.58204
0.96802;0.015568;0.057839;0.015221;0.49012;0.073549;0.15281;0.077241;0.58727
0.97036;0.014584;0.052886;0.014259;0.49144;0.072686;0.16448;0.076334;0.59263
0.97269;0.01357;0.048139;0.013268;0.49281;0.071795;0.17679;0.075398;0.59813
0.97499;0.012533;0.043601;0.012254;0.49417;0.070905;0.1896;0.074464;0.6038
0.97727;0.011481;0.039272;0.011225;0.49547;0.070047;0.2028;0.073563;0.60966
0.97949;0.010421;0.035155;0.010189;0.49668;0.069251;0.21625;0.072728;0.61572
0.98166;0.0093635;0.031252;0.0091546;0.49775;0.068547;0.22984;0.071987;0.62201
0.98377;0.0083165;0.027564;0.008131;0.49862;0.067961;0.24343;0.071373;0.62853
0.9858;0.0072903;0.024095;0.0071277;0.49926;0.067522;0.2569;0.070912;0.6353
0.98773;0.0062946;0.020847;0.0061542;0.49963;0.067256;0.27015;0.070632;0.64233
0.98957;0.0053395;0.017822;0.0052204;0.49968;0.067186;0.28305;0.070558;0.64963
0.99129;0.0044347;0.015024;0.0043358;0.49938;0.067335;0.29549;0.070715;0.65719
0.99289;0.0035899;0.012456;0.0035098;0.49871;0.067723;0.30736;0.071122;0.66502
0.99435;0.0028144;0.010121;0.0027516;0.49762;0.068368;0.31857;0.071799;0.67312
0.99567;0.0021171;0.0080213;0.0020699;0.49609;0.069285;0.32902;0.072763;0.68149
0.99682;0.0015065;0.0061604;0.0014729;0.49411;0.070489;0.33862;0.074028;0.69011
0.99781;0.00099028;0.0045408;0.00096819;0.49165;0.071991;0.34729;0.075604;0.69898
0.99863;0.00057556;0.0031648;0.00056273;0.4887;0.073797;0.35495;0.077501;0.70808
0.99926;0.00026872;0.0020346;0.00026273;0.48526;0.075914;0.36152;0.079724;0.71739
0.9997;7.5306e-05;0.001152;7.3627e-05;0.48131;0.078344;0.36696;0.082276;0.7269
0.99995;0;0.0005182;0;0.47686;0.081087;0.37119;0.085158;0.73658
1;4.6591e-05;0.0001341;4.5552e-05;0.47192;0.084142;0.37418;0.088365;0.74641
0.99985;0.00021793;0;0.00021307;0.46648;0.087501;0.37589;0.091893;0.75636
0.99949;0.00051589;0.00011565;0.00050438;0.46058;0.091158;0.37628;0.095734;0.7664
0.99892;0.00094135;0.00048017;0.00092036;0.45421;0.095101;0.37534;0.099875;0.77649
0.99816;0.0014942;0.001092;0.0014609;0.44741;0.099317;0.37305;0.1043;0.78662
0.99718;0.0021733;0.001949;0.0021248;0.4402;0.10379;0.36941;0.109;0.79673
0.99601;0.0029765;0.0030482;0.0029101;0.43261;0.1085;0.36442;0.11395;0.80681
0.99465;0.0039007;0.004386;0.0038136;0.42467;0.11344;0.35812;0.11913;0.81681
0.99309;0.0049415;0.0059578;0.0048313;0.41643;0.11857;0.35052;0.12452;0.82669
0.99135;0.006094;0.0077586;0.0059581;0.40791;0.12387;0.34166;0.13009;0.83643
0.98944;0.007352;0.0097823;0.007188;0.39916;0.12932;0.3316;0.13581;0.84599
0.98736;0.0087085;0.012022;0.0085142;0.39023;0.13489;0.32039;0.14166;0.85533
0.98513;0.010156;0.014471;0.009929;0.38116;0.14055;0.3081;0.14761;0.86443
0.98275;0.011685;0.01712;0.011424;0.37201;0.14628;0.29483;0.15362;0.87324
0.98025;0.013286;0.019961;0.01299;0.36281;0.15204;0.28065;0.15967;0.88175
0.97763;0.01495;0.022983;0.014617;0.35362;0.15781;0.26568;0.16573;0.88991
0.97491;0.016667;0.026176;0.016295;0.34449;0.16354;0.25003;0.17175;0.89771
