0.042559;0.99928;0.8509;0.049303;0.86154
0.033006;1;0.88008;0.045817;0.84264
0.024519;0.9997;0.90639;0.042509;0.82286
0.017167;0.99833;0.92968;0.039365;0.80225
0.011021;0.99587;0.94982;0.036371;0.7809
0.0061545;0.9923;0.9667;0.033517;0.75888
0.0026432;0.98761;0.98023;0.030791;0.73626
0.00056555;0.98177;0.99032;0.028187;0.71311
0;0.9748;0.99692;0.025695;0.68951
0.0010217;0.96668;1;0.02331;0.66554
0.0036987;0.95744;0.99953;0.021029;0.64128
0.0080869;0.94708;0.99552;0.018847;0.6168
0.014226;0.93563;0.98798;0.016764;0.59218
0.022137;0.92312;0.97697;0.014779;0.56749
0.031819;0.90958;0.96253;0.012895;0.54281
0.043249;0.89505;0.94476;0.011112;0.5182
0.056385;0.87957;0.92374;0.0094367;0.49375
0.071167;0.86319;0.89959;0.0078724;0.46952
0.087517;0.84597;0.87245;0.0064254;0.44559
0.10535;0.82796;0.84245;0.0051028;0.42201
0.12456;0.80923;0.80976;0.0039122;0.39885
0.14504;0.78984;0.77456;0.0028618;0.37618
0.16668;0.76985;0.73703;0.0019603;0.35405
0.18937;0.74935;0.69737;0.0012169;0.33253
0.21298;0.72839;0.65578;0.00064049;0.31167
0.23739;0.70705;0.61248;0.00023999;0.29153
0.26247;0.6854;0.5677;2.3887e-05;0.27216
0.28812;0.66351;0.52166;0;0.2536
0.31419;0.64146;0.47462;0.00017525;0.23591
0.34058;0.64716;0.42681;0.00055539;0.21913
0.36716;0.62669;0.37851;0.0011448;0.20331
0.39383;0.60626;0.32999;0.0019462;0.18848
0.42046;0.58592;0.28158;0.0029604;0.17468
0.44696;0.56572;0.23367;0.0041867;0.16194
0.47322;0.54573;0.18678;0.0056217;0.15031
0.49916;0.52598;0.14182;0.0072606;0.1398
0.52467;0.50652;0.10055;0.009096;0.13045
0.54968;0.48739;0.067362;0.011119;0.12228
0.57411;0.46862;0.052234;0.013318;0.11531
0.5979;0.45025;0.063522;0.015682;0.10955
0.62098;0.43229;0.092312;0.018195;0.10502
0.6433;0.41478;0.12767;0.020842;0.10173
0.66482;0.39772;0.16486;0.023608;0.099688
0.68549;0.38113;0.20203;0.026476;0.098889
0.7053;0.36501;0.23836;0.029427;0.099336
0.72422;0.34937;0.2734;0.032446;0.10102
0.74223;0.33421;0.30691;0.035514;0.10394
0.75934;0.31951;0.33872;0.038616;0.10808
0.77553;0.30528;0.36874;0.041735;0.11343
0.79083;0.29151;0.39689;0.044857;0.11996
0.80523;0.27817;0.42313;0.047968;0.12765
0.81877;0.26525;0.44744;0.051056;0.13648
0.83146;0.25273;0.46981;0.054108;0.14641
0.84333;0.24059;0.49027;0.057117;0.15742
0.85443;0.22882;0.50883;0.060074;0.16947
0.86478;0.21739;0.52554;0.062973;0.18252
0.87443;0.20628;0.54044;0.065808;0.19652
0.88341;0.19546;0.55358;0.068576;0.21144
0.89177;0.18492;0.56505;0.071275;0.22723
0.89956;0.17464;0.5749;0.073904;0.24384
0.90682;0.16461;0.58321;0.076462;0.26123
0.91359;0.15479;0.59007;0.078952;0.27933
0.91992;0.14519;0.59556;0.081375;0.2981
0.92584;0.13579;0.59977;0.083734;0.31748
0.93141;0.12658;0.60279;0.086033;0.33741
0.93666;0.11757;0.60471;0.088275;0.35784
0.94161;0.10874;0.60562;0.090465;0.37872
0.94631;0.1001;0.6056;0.092608;0.39998
0.95079;0.091653;0.60475;0.094709;0.42156
0.95506;0.083415;0.60316;0.096773;0.44341
0.95914;0.075395;0.60089;0.098805;0.46547
0.96306;0.067612;0.59803;0.10081;0.48767
0.96682;0.060086;0.59466;0.1028;0.50997
0.97043;0.052841;0.59084;0.10476;0.5323
0.9739;0.045905;0.58664;0.10672;0.5546
0.97721;0.039308;0.58211;0.10867;0.57683
0.98038;0.033085;0.57731;0.11061;0.59892
0.98337;0.02727;0.57229;0.11256;0.62083
0.9862;0.021903;0.56708;0.11451;0.64249
0.98882;0.017022;0.56173;0.11645;0.66387
0.99124;0.01267;0.55625;0.11841;0.68491
0.99341;0.0088885;0.55066;0.12036;0.70557
0.99533;0.0057194;0.54499;0.12232;0.7258
0.99695;0.0032051;0.53922;0.12428;0.74555
0.99826;0.0013871;0.53337;0.12623;0.76479
0.99923;0.00030587;0.52743;0.12816;0.78348
0.99982;0;0.52137;0.13008;0.80158
1;0.00050612;0.51518;0.13196;0.81906
0.99975;0.0018582;0.50883;0.1338;0.83588
0.99904;0.0040873;0.50228;0.13559;0.85201
